Plot_ID,Biomass,Area,Year,Frame,Per.Grass,Per.Forb,Per.Bare,Per.Litter,Per.Live,LitterMass,Biomass.per.area,Litter.per.area,Ecosystem,Water,Nitrogen,Treated_2015_2020
G25LAX,7.96,0.14,2007,1,NA,NA,NA,NA,NA,NA,56.857142857142854,NA,Grassland,Added,Ambient,0
G26RAX,8.83,0.14,2007,1,NA,NA,NA,NA,NA,NA,63.07142857142857,NA,Grassland,Added,Ambient,0
G26LAN,2.12,0.14,2007,1,NA,NA,NA,NA,NA,NA,15.142857142857142,NA,Grassland,Added,Nitrogen,0
G01LXN,39.82,0.07,2008,A,5,95,NA,NA,NA,NA,568.8571428571428,NA,Grassland,Ambient,Nitrogen,0
G01LXN,38.18,0.07,2008,B,5,95,NA,NA,NA,NA,545.4285714285713,NA,Grassland,Ambient,Nitrogen,0
G01RXX,27.67,0.07,2008,A,1,99,NA,NA,NA,NA,395.2857142857143,NA,Grassland,Ambient,Ambient,0
G01RXX,12.16,0.07,2008,B,10,90,NA,NA,NA,NA,173.7142857142857,NA,Grassland,Ambient,Ambient,0
G02LAX,38.31,0.07,2008,A,20,80,NA,NA,NA,NA,547.2857142857142,NA,Grassland,Added,Ambient,0
G02LAX,66.46,0.07,2008,B,60,40,NA,NA,NA,NA,949.4285714285712,NA,Grassland,Added,Ambient,0
G02RAN,31.13,0.07,2008,A,40,60,NA,NA,NA,NA,444.71428571428567,NA,Grassland,Added,Nitrogen,0
G02RAN,40.58,0.07,2008,B,40,60,NA,NA,NA,NA,579.7142857142857,NA,Grassland,Added,Nitrogen,0
G03LRX,21.02,0.07,2008,A,25,75,NA,NA,NA,NA,300.2857142857143,NA,Grassland,Reduced,Ambient,0
G03LRX,6.12,0.07,2008,B,5,95,NA,NA,NA,NA,87.42857142857142,NA,Grassland,Reduced,Ambient,0
G03RRN,16.58,0.07,2008,A,3,97,NA,NA,NA,NA,236.8571428571428,NA,Grassland,Reduced,Nitrogen,0
G03RRN,11.21,0.07,2008,B,0,100,NA,NA,NA,NA,160.14285714285714,NA,Grassland,Reduced,Nitrogen,0
G04LXX,25.63,0.07,2008,A,25,75,NA,NA,NA,NA,366.1428571428571,NA,Grassland,Ambient,Ambient,1
G04LXX,19.38,0.07,2008,B,10,90,NA,NA,NA,NA,276.85714285714283,NA,Grassland,Ambient,Ambient,1
G04RXN,27.98,0.07,2008,B,25,75,NA,NA,NA,NA,399.71428571428567,NA,Grassland,Ambient,Nitrogen,1
G04RXN,31.72,0.07,2008,A,1,99,NA,NA,NA,NA,453.1428571428571,NA,Grassland,Ambient,Nitrogen,1
G05LRN,10.38,0.07,2008,A,1,99,NA,NA,NA,NA,148.28571428571428,NA,Grassland,Reduced,Nitrogen,1
G05LRN,5.46,0.07,2008,B,0,100,NA,NA,NA,NA,77.99999999999999,NA,Grassland,Reduced,Nitrogen,1
G05RRX,11.25,0.07,2008,A,5,95,NA,NA,NA,NA,160.7142857142857,NA,Grassland,Reduced,Ambient,1
G05RRX,8.6,0.07,2008,B,5,95,NA,NA,NA,NA,122.85714285714285,NA,Grassland,Reduced,Ambient,1
G06LAN,66.83,0.07,2008,A,0,100,NA,NA,NA,NA,954.7142857142856,NA,Grassland,Added,Nitrogen,1
G06LAN,29.97,0.07,2008,B,5,95,NA,NA,NA,NA,428.1428571428571,NA,Grassland,Added,Nitrogen,1
G06RAX,24.41,0.07,2008,A,1,99,NA,NA,NA,NA,348.71428571428567,NA,Grassland,Added,Ambient,1
G06RAX,53.24,0.07,2008,B,10,90,NA,NA,NA,NA,760.5714285714286,NA,Grassland,Added,Ambient,1
G06RAX,40.83,0.07,2008,C,5,95,NA,NA,NA,NA,583.2857142857142,NA,Grassland,Added,Ambient,1
G07LRX,10.11,0.07,2008,A,1,99,NA,NA,NA,NA,144.42857142857142,NA,Grassland,Reduced,Ambient,1
G07LRX,20.81,0.07,2008,B,1,99,NA,NA,NA,NA,297.2857142857142,NA,Grassland,Reduced,Ambient,1
G07RRN,19.02,0.07,2008,A,1,99,NA,NA,NA,NA,271.71428571428567,NA,Grassland,Reduced,Nitrogen,1
G07RRN,10.79,0.07,2008,B,1,99,NA,NA,NA,NA,154.1428571428571,NA,Grassland,Reduced,Nitrogen,1
G08LXX,17.36,0.07,2008,A,40,60,NA,NA,NA,NA,247.99999999999997,NA,Grassland,Ambient,Ambient,1
G08LXX,10.28,0.07,2008,B,5,95,NA,NA,NA,NA,146.85714285714283,NA,Grassland,Ambient,Ambient,1
G08RXN,38.01,0.07,2008,A,3,97,NA,NA,NA,NA,542.9999999999999,NA,Grassland,Ambient,Nitrogen,1
G08RXN,24.6,0.07,2008,B,10,90,NA,NA,NA,NA,351.4285714285714,NA,Grassland,Ambient,Nitrogen,1
G09LAX,34.55,0.07,2008,A,25,75,NA,NA,NA,NA,493.5714285714285,NA,Grassland,Added,Ambient,1
G09LAX,51.76,0.07,2008,B,15,85,NA,NA,NA,NA,739.4285714285713,NA,Grassland,Added,Ambient,1
G09RAN,30.9,0.07,2008,A,20,80,NA,NA,NA,NA,441.4285714285714,NA,Grassland,Added,Nitrogen,1
G09RAN,21.02,0.07,2008,B,5,95,NA,NA,NA,NA,300.2857142857143,NA,Grassland,Added,Nitrogen,1
G10LAX,29.82,0.07,2008,A,40,60,NA,NA,NA,NA,425.99999999999994,NA,Grassland,Added,Ambient,0
G10LAX,18.75,0.07,2008,B,60,40,NA,NA,NA,NA,267.85714285714283,NA,Grassland,Added,Ambient,0
G10RAN,59.35,0.07,2008,A,90,10,NA,NA,NA,NA,847.8571428571428,NA,Grassland,Added,Nitrogen,0
G10RAN,38.09,0.07,2008,B,5,95,NA,NA,NA,NA,544.1428571428571,NA,Grassland,Added,Nitrogen,0
G11LRN,17.13,0.07,2008,A,2,98,NA,NA,NA,NA,244.71428571428567,NA,Grassland,Reduced,Nitrogen,0
G11LRN,25.52,0.07,2008,B,5,95,NA,NA,NA,NA,364.57142857142856,NA,Grassland,Reduced,Nitrogen,0
G11RRX,16.49,0.07,2008,A,3,97,NA,NA,NA,NA,235.57142857142853,NA,Grassland,Reduced,Ambient,0
G11RRX,22.26,0.07,2008,B,5,95,NA,NA,NA,NA,318,NA,Grassland,Reduced,Ambient,0
G12LXN,22.8,0.07,2008,A,0,100,NA,NA,NA,NA,325.71428571428567,NA,Grassland,Ambient,Nitrogen,0
G12LXN,39.51,0.07,2008,B,1,99,NA,NA,NA,NA,564.4285714285713,NA,Grassland,Ambient,Nitrogen,0
G12RXX,21.34,0.07,2008,A,3,97,NA,NA,NA,NA,304.85714285714283,NA,Grassland,Ambient,Ambient,0
G12RXX,16.74,0.07,2008,B,20,80,NA,NA,NA,NA,239.1428571428571,NA,Grassland,Ambient,Ambient,0
G13LAX,46.72,0.07,2008,A,10,90,NA,NA,NA,NA,667.4285714285713,NA,Grassland,Added,Ambient,1
G13LAX,53.52,0.07,2008,B,20,80,NA,NA,NA,NA,764.5714285714286,NA,Grassland,Added,Ambient,1
G13RAN,58.68,0.07,2008,A,25,75,NA,NA,NA,NA,838.2857142857142,NA,Grassland,Added,Nitrogen,1
G13RAN,40.74,0.07,2008,B,50,50,NA,NA,NA,NA,582,NA,Grassland,Added,Nitrogen,1
G14LRN,24.43,0.07,2008,A,5,95,NA,NA,NA,NA,348.99999999999994,NA,Grassland,Reduced,Nitrogen,1
G14LRN,25.43,0.07,2008,B,5,95,NA,NA,NA,NA,363.2857142857142,NA,Grassland,Reduced,Nitrogen,1
G14RRX,13.87,0.07,2008,A,1,99,NA,NA,NA,NA,198.1428571428571,NA,Grassland,Reduced,Ambient,1
G14RRX,14.57,0.07,2008,B,10,90,NA,NA,NA,NA,208.14285714285714,NA,Grassland,Reduced,Ambient,1
G15LRN,14.22,0.07,2008,A,5,95,NA,NA,NA,NA,203.14285714285714,NA,Grassland,Reduced,Nitrogen,0
G15LRN,23.36,0.07,2008,B,30,70,NA,NA,NA,NA,333.71428571428567,NA,Grassland,Reduced,Nitrogen,0
G15RRX,17.22,0.07,2008,A,5,95,NA,NA,NA,NA,245.99999999999997,NA,Grassland,Reduced,Ambient,0
G15RRX,9.83,0.07,2008,B,50,50,NA,NA,NA,NA,140.42857142857142,NA,Grassland,Reduced,Ambient,0
G16LXN,38.83,0.07,2008,A,10,90,NA,NA,NA,NA,554.7142857142857,NA,Grassland,Ambient,Nitrogen,0
G16LXN,44.86,0.07,2008,B,1,99,NA,NA,NA,NA,640.8571428571428,NA,Grassland,Ambient,Nitrogen,0
G16RXX,30.55,0.07,2008,A,5,95,NA,NA,NA,NA,436.4285714285714,NA,Grassland,Ambient,Ambient,0
G16RXX,31.3,0.07,2008,B,15,85,NA,NA,NA,NA,447.1428571428571,NA,Grassland,Ambient,Ambient,0
G17LAN,53.36,0.07,2008,A,40,60,NA,NA,NA,NA,762.2857142857142,NA,Grassland,Added,Nitrogen,0
G17LAN,70.67,0.07,2008,B,5,95,NA,NA,NA,NA,1009.5714285714286,NA,Grassland,Added,Nitrogen,0
G17RAX,42.23,0.07,2008,A,15,85,NA,NA,NA,NA,603.2857142857142,NA,Grassland,Added,Ambient,0
G17RAX,34.36,0.07,2008,B,25,75,NA,NA,NA,NA,490.8571428571428,NA,Grassland,Added,Ambient,0
G18LXN,43.91,0.07,2008,A,50,50,NA,NA,NA,NA,627.2857142857142,NA,Grassland,Ambient,Nitrogen,0
G18LXN,39.83,0.07,2008,B,1,99,NA,NA,NA,NA,568.9999999999999,NA,Grassland,Ambient,Nitrogen,0
G18RXX,33.85,0.07,2008,A,5,95,NA,NA,NA,NA,483.57142857142856,NA,Grassland,Ambient,Ambient,0
G18RXX,32.62,0.07,2008,B,1,99,NA,NA,NA,NA,465.99999999999994,NA,Grassland,Ambient,Ambient,0
G19LXX,20.31,0.07,2008,A,10,70,20,NA,NA,NA,290.1428571428571,NA,Grassland,Ambient,Ambient,1
G19LXX,30.84,0.07,2008,B,20,80,NA,NA,NA,NA,440.57142857142856,NA,Grassland,Ambient,Ambient,1
G19RXN,29.62,0.07,2008,A,20,80,NA,NA,NA,NA,423.1428571428571,NA,Grassland,Ambient,Nitrogen,1
G19RXN,54.5,0.07,2008,B,5,95,NA,NA,NA,NA,778.5714285714284,NA,Grassland,Ambient,Nitrogen,1
G20LRX,19.63,0.07,2008,A,10,85,5,NA,NA,NA,280.4285714285714,NA,Grassland,Reduced,Ambient,1
G20LRX,14.77,0.07,2008,B,10,90,NA,NA,NA,NA,210.99999999999997,NA,Grassland,Reduced,Ambient,1
G20RRN,14.86,0.07,2008,A,5,95,NA,NA,NA,NA,212.28571428571425,NA,Grassland,Reduced,Nitrogen,1
G20RRN,19.8,0.07,2008,B,2,98,NA,NA,NA,NA,282.85714285714283,NA,Grassland,Reduced,Nitrogen,1
G21LRX,13.95,0.07,2008,A,20,80,NA,NA,NA,NA,199.28571428571425,NA,Grassland,Reduced,Ambient,0
G21LRX,12.63,0.07,2008,B,1,99,NA,NA,NA,NA,180.42857142857142,NA,Grassland,Reduced,Ambient,0
G21RRN,17.48,0.07,2008,A,80,20,NA,NA,NA,NA,249.7142857142857,NA,Grassland,Reduced,Nitrogen,0
G21RRN,12.8,0.07,2008,B,40,60,NA,NA,NA,NA,182.85714285714286,NA,Grassland,Reduced,Nitrogen,0
G22LXX,62.69,0.07,2008,A,70,30,NA,NA,NA,NA,895.5714285714284,NA,Grassland,Ambient,Ambient,1
G22LXX,30.34,0.07,2008,B,5,95,NA,NA,NA,NA,433.4285714285714,NA,Grassland,Ambient,Ambient,1
G22RXN,35.75,0.07,2008,A,50,50,NA,NA,NA,NA,510.71428571428567,NA,Grassland,Ambient,Nitrogen,1
G22RXN,56.27,0.07,2008,B,20,80,NA,NA,NA,NA,803.8571428571428,NA,Grassland,Ambient,Nitrogen,1
G23LAX,51.26,0.07,2008,A,90,5,5,NA,NA,NA,732.2857142857142,NA,Grassland,Added,Ambient,1
G23LAX,68.69,0.07,2008,B,40,60,NA,NA,NA,NA,981.2857142857141,NA,Grassland,Added,Ambient,1
G23RAN,69.39,0.07,2008,A,65,35,NA,NA,NA,NA,991.2857142857142,NA,Grassland,Added,Nitrogen,1
G23RAN,52.5,0.07,2008,B,75,25,NA,NA,NA,NA,749.9999999999999,NA,Grassland,Added,Nitrogen,1
G24LAN,33.52,0.07,2008,A,30,45,15,NA,NA,NA,478.85714285714283,NA,Grassland,Added,Nitrogen,0
G24LAN,41.26,0.07,2008,B,5,95,NA,NA,NA,NA,589.4285714285713,NA,Grassland,Added,Nitrogen,0
G24RAX,25.98,0.07,2008,A,37.5,37.5,25,NA,NA,NA,371.1428571428571,NA,Grassland,Added,Ambient,0
G24RAX,24.23,0.07,2008,B,20,80,NA,NA,NA,NA,346.1428571428571,NA,Grassland,Added,Ambient,0
G01LXN,63.82,0.07,2009,above perm.,95,5,0,NA,NA,14.61,911.7142857142857,208.7142857142857,Grassland,Ambient,Nitrogen,0
G01LXN,51.21,0.07,2009,below perm.,25,75,0,NA,NA,10.83,731.5714285714286,154.7142857142857,Grassland,Ambient,Nitrogen,0
G01RXX,56.52,0.07,2009,above perm.,5,95,0,NA,NA,8.57,807.4285714285714,122.42857142857142,Grassland,Ambient,Ambient,0
G01RXX,32.85,0.07,2009,below perm.,40,50,20,NA,NA,7.42,469.2857142857143,105.99999999999999,Grassland,Ambient,Ambient,0
G02LAX,63.6,0.07,2009,above perm.,90,10,0,NA,NA,24.17,908.5714285714286,345.2857142857143,Grassland,Added,Ambient,0
G02LAX,48.86,0.07,2009,below perm.,95,5,0,NA,NA,22.21,697.9999999999999,317.2857142857143,Grassland,Added,Ambient,0
G02RAN,78.75,0.07,2009,above perm.,90,3,2,NA,NA,16.46,1125,235.14285714285714,Grassland,Added,Nitrogen,0
G02RAN,59.16,0.07,2009,below perm.,85,10,1,NA,NA,10.48,845.142857142857,149.7142857142857,Grassland,Added,Nitrogen,0
G03LRX,13.4,0.07,2009,above perm.,40,30,20,NA,NA,NA,191.42857142857142,NA,Grassland,Reduced,Ambient,0
G03LRX,22.6,0.07,2009,below perm.,50,45,1,NA,NA,10.12,322.85714285714283,144.57142857142856,Grassland,Reduced,Ambient,0
G03RRN,10.63,0.07,2009,above perm.,15,3,50,NA,NA,29.54,151.85714285714286,421.99999999999994,Grassland,Reduced,Nitrogen,0
G03RRN,19.44,0.07,2009,below perm.,40,2,10,NA,NA,19.15,277.7142857142857,273.5714285714285,Grassland,Reduced,Nitrogen,0
G04LXX,25.88,0.07,2009,above perm.,60,30,1,NA,NA,14.03,369.71428571428567,200.4285714285714,Grassland,Ambient,Ambient,1
G04LXX,29.15,0.07,2009,below perm.,50,30,10,NA,NA,15.62,416.4285714285714,223.1428571428571,Grassland,Ambient,Ambient,1
G04RXN,56.31,0.07,2009,above perm.,60,30,0,NA,NA,11.34,804.4285714285713,161.99999999999997,Grassland,Ambient,Nitrogen,1
G04RXN,52.91,0.07,2009,below perm.,65,25,0,NA,NA,10.82,755.8571428571428,154.57142857142856,Grassland,Ambient,Nitrogen,1
G05LRN,10.55,0.07,2009,above perm.,10,15,30,NA,NA,19.9,150.71428571428572,284.2857142857142,Grassland,Reduced,Nitrogen,1
G05LRN,13.58,0.07,2009,below perm.,1,50,45,NA,NA,8.86,193.99999999999997,126.57142857142856,Grassland,Reduced,Nitrogen,1
G05RRX,11.86,0.07,2009,above perm.,10,60,20,NA,NA,9.39,169.42857142857142,134.14285714285714,Grassland,Reduced,Ambient,1
G05RRX,12.19,0.07,2009,below perm.,50,48,1,NA,NA,10.03,174.1428571428571,143.28571428571425,Grassland,Reduced,Ambient,1
G06LAN,116.32,0.07,2009,above perm.,65,30,0,NA,NA,20.78,1661.7142857142856,296.85714285714283,Grassland,Added,Nitrogen,1
G06LAN,99.92,0.07,2009,below perm.,67,30,0,NA,NA,16.23,1427.4285714285713,231.85714285714283,Grassland,Added,Nitrogen,1
G06RAX,38.68,0.07,2009,above perm.,60,40,0,NA,NA,13.02,552.5714285714286,185.99999999999997,Grassland,Added,Ambient,1
G06RAX,40.02,0.07,2009,below perm.,40,50,0,NA,NA,7.79,571.7142857142857,111.28571428571428,Grassland,Added,Ambient,1
G07LRX,17.64,0.07,2009,above perm.,20,40,2,NA,NA,26.61,251.99999999999997,380.1428571428571,Grassland,Reduced,Ambient,1
G07LRX,11.04,0.07,2009,below perm.,1,91,2,NA,NA,9.03,157.7142857142857,128.99999999999997,Grassland,Reduced,Ambient,1
G07RRN,22.35,0.07,2009,above perm.,0,98,0,NA,NA,11.41,319.2857142857143,163,Grassland,Reduced,Nitrogen,1
G07RRN,22.49,0.07,2009,below perm.,30,70,0,NA,NA,7.59,321.2857142857142,108.42857142857142,Grassland,Reduced,Nitrogen,1
G08LXX,46.46,0.07,2009,above perm.,98,1,1,NA,NA,9.62,663.7142857142857,137.42857142857142,Grassland,Ambient,Ambient,1
G08LXX,23.4,0.07,2009,below perm.,10,80,1,NA,NA,8.31,334.2857142857142,118.71428571428571,Grassland,Ambient,Ambient,1
G08RXN,25.38,0.07,2009,above perm.,90,0,0,NA,NA,14.25,362.5714285714285,203.57142857142856,Grassland,Ambient,Nitrogen,1
G08RXN,78.58,0.07,2009,below perm.,70,30,0,NA,NA,11.62,1122.5714285714284,165.99999999999997,Grassland,Ambient,Nitrogen,1
G09LAX,25.86,0.07,2009,above perm.,10,40,50,NA,NA,10.78,369.4285714285714,153.99999999999997,Grassland,Added,Ambient,1
G09LAX,32.9,0.07,2009,below perm.,50,25,25,NA,NA,8.67,469.99999999999994,123.85714285714285,Grassland,Added,Ambient,1
G09RAN,39.05,0.07,2009,above perm.,80,15,2,NA,NA,8.53,557.8571428571428,121.85714285714283,Grassland,Added,Nitrogen,1
G09RAN,42.3,0.07,2009,below perm.,90,10,0,NA,NA,15.72,604.2857142857142,224.57142857142856,Grassland,Added,Nitrogen,1
G10LAX,26.31,0.07,2009,above perm.,92,5,0,NA,NA,11.64,375.8571428571428,166.28571428571428,Grassland,Added,Ambient,0
G10LAX,45.53,0.07,2009,below perm.,65,35,0,NA,NA,10.24,650.4285714285713,146.28571428571428,Grassland,Added,Ambient,0
G10RAN,81.34,0.07,2009,above perm.,99,1,0,NA,NA,11.82,1162,168.85714285714283,Grassland,Added,Nitrogen,0
G10RAN,93.28,0.07,2009,below perm.,90,5,0,NA,NA,11.99,1332.5714285714284,171.28571428571428,Grassland,Added,Nitrogen,0
G11LRN,25.1,0.07,2009,above perm.,70,10,0,NA,NA,7.89,358.57142857142856,112.7142857142857,Grassland,Reduced,Nitrogen,0
G11LRN,11.41,0.07,2009,below perm.,10,10,75,NA,NA,11.08,163,158.28571428571428,Grassland,Reduced,Nitrogen,0
G11RRX,19.12,0.07,2009,above perm.,60,20,30,NA,NA,14.9,273.1428571428571,212.85714285714283,Grassland,Reduced,Ambient,0
G11RRX,13.98,0.07,2009,below perm.,40,30,30,NA,NA,9.75,199.7142857142857,139.28571428571428,Grassland,Reduced,Ambient,0
G12LXN,36.24,0.07,2009,above perm.,68,2,30,NA,NA,7.77,517.7142857142857,110.99999999999999,Grassland,Ambient,Nitrogen,0
G12LXN,40.01,0.07,2009,below perm.,10,90,0,NA,NA,8.2,571.5714285714284,117.14285714285712,Grassland,Ambient,Nitrogen,0
G12RXX,35.41,0.07,2009,above perm.,50,50,10,NA,NA,11.18,505.8571428571428,159.7142857142857,Grassland,Ambient,Ambient,0
G12RXX,49.16,0.07,2009,below perm.,20,80,20,NA,NA,11.06,702.2857142857142,158,Grassland,Ambient,Ambient,0
G13LAX,62.54,0.07,2009,above perm.,99,1,0,NA,NA,12.8,893.4285714285713,182.85714285714286,Grassland,Added,Ambient,1
G13LAX,38.64,0.07,2009,below perm.,20,75,5,NA,NA,7.87,552,112.42857142857142,Grassland,Added,Ambient,1
G13RAN,78.05,0.07,2009,above perm.,100,0,0,NA,NA,10.05,1114.9999999999998,143.57142857142856,Grassland,Added,Nitrogen,1
G13RAN,134.5,0.07,2009,below perm.,100,0,0,NA,NA,16.68,1921.4285714285713,238.28571428571425,Grassland,Added,Nitrogen,1
G14LRN,19.53,0.07,2009,above perm.,50,47,0,NA,NA,13.04,279,186.28571428571425,Grassland,Reduced,Nitrogen,1
G14LRN,16.88,0.07,2009,below perm.,2,85,3,NA,NA,9.51,241.1428571428571,135.85714285714283,Grassland,Reduced,Nitrogen,1
G14RRX,15.88,0.07,2009,above perm.,30,65,4,NA,NA,7.88,226.85714285714283,112.57142857142856,Grassland,Reduced,Ambient,1
G14RRX,10.8,0.07,2009,below perm.,1,35,5,NA,NA,11.87,154.28571428571428,169.57142857142856,Grassland,Reduced,Ambient,1
G15LRN,11.24,0.07,2009,above perm.,1,80,10,NA,NA,7.55,160.57142857142856,107.85714285714285,Grassland,Reduced,Nitrogen,0
G15LRN,19.99,0.07,2009,below perm.,55,25,0,NA,NA,15.05,285.5714285714285,215,Grassland,Reduced,Nitrogen,0
G15RRX,17.39,0.07,2009,above perm.,70,10,15,NA,NA,8.14,248.42857142857142,116.28571428571428,Grassland,Reduced,Ambient,0
G15RRX,23.59,0.07,2009,below perm.,5,90,0,NA,NA,11.58,336.99999999999994,165.42857142857142,Grassland,Reduced,Ambient,0
G16LXN,56.7,0.07,2009,above perm.,100,0,0,NA,NA,7.38,810,105.42857142857142,Grassland,Ambient,Nitrogen,0
G16LXN,69.68,0.07,2009,below perm.,1,99,0,NA,NA,7.97,995.4285714285714,113.85714285714285,Grassland,Ambient,Nitrogen,0
G16RXX,63.92,0.07,2009,above perm.,90,5,5,NA,NA,15.41,913.1428571428571,220.1428571428571,Grassland,Ambient,Ambient,0
G16RXX,24.28,0.07,2009,below perm.,50,45,30,NA,NA,24.47,346.85714285714283,349.5714285714285,Grassland,Ambient,Ambient,0
